id_adres,panstwo,kod_pocztowy,poczta,miejscowosc,adres_zamieszkania
753,Polska,64-547,New York,Sault Ste. Marie,1846 Diam. Avenue
754,Polska,29-741,Peekskill,Wahoo,Ap #203-3589 Ut Rd.
755,Polska,56-876,Beacon,Northampton,P.O. Box 366, 1841 Quis Ave
756,Polska,99-929,Roanoke,Kansas City,P.O. Box 663, 8543 Ante Ave
757,Polska,85-931,Brookings,Rehoboth Beach,Ap #426-4643 Pede. Av.
758,Polska,60-131,Lafayette,Mandan,Ap #367-3059 Vehicula Road
759,Polska,27-499,Bozeman,Sault Ste. Marie,2266 Ipsum Rd.
760,Polska,79-947,Manhattan,Sandy,3474 Maecenas St.
761,Polska,59-809,Connellsville,Michigan City,152 Inceptos Rd.
762,Polska,97-906,Sacramento,Rancho Palos Verdes,Ap #408-9529 In Avenue
763,Polska,90-472,North Tonawanda,Monongahela,Ap #433-2119 Cursus St.
764,Polska,45-770,Muskegon,Riverton,Ap #192-9940 Ut Road
765,Polska,48-443,Roanoke,Independence,1148 Libero Av.
766,Polska,05-656,Concord,West Valley City,Ap #699-4290 Amet Ave
767,Polska,52-166,Sunnyvale,Powell,Ap #151-8010 Magnis Road
768,Polska,98-226,Bowling Green,Hattiesburg,P.O. Box 313, 3418 Dis Rd.
769,Polska,21-297,Truth or Consequences,Grand Junction,Ap #940-8193 Ornare, St.
770,Polska,36-472,Macomb,Martinsburg,Ap #472-9506 Sem Street
771,Polska,87-548,Sierra Vista,Seal Beach,P.O. Box 114, 7647 Quisque St.
772,Polska,93-018,Alhambra,Watertown,121-8863 Tincidunt Ave
773,Polska,95-023,Kemmerer,Cudahy,6471 Vitae Street
774,Polska,06-416,Malden,Colorado Springs,Ap #564-6134 Arcu. Rd.
775,Polska,45-571,West Sacramento,Revere,203-1552 Odio. Av.
776,Polska,65-377,Chico,Irwindale,506 Metus. Av.
777,Polska,44-298,Saint Paul,Jonesboro,625 Sed St.
778,Polska,91-062,Trenton,Yorba Linda,Ap #928-4089 Viverra. St.
779,Polska,37-585,Hartford,Paterson,P.O. Box 868, 7704 Vel, Av.
780,Polska,96-248,Chino Hills,Martinsburg,Ap #522-5780 Consectetuer Street
781,Polska,44-940,Springfield,Trenton,337-1639 Accumsan Rd.
782,Polska,89-760,Norman,Klamath Falls,Ap #562-1234 Ac Street
783,Polska,80-816,Hannibal,Provo,Ap #595-9068 Mauris, Av.
784,Polska,54-309,Newton,Dover,P.O. Box 494, 6294 Nec Rd.
785,Polska,68-695,Cicero,Attleboro,5309 Vivamus St.
786,Polska,83-281,Union City,Jeffersontown,4183 Pede. Road
787,Polska,57-075,Newark,Sacramento,890-9050 Feugiat. Street
788,Polska,34-038,Fitchburg,Gloversville,Ap #623-9963 Montes, St.
789,Polska,74-489,Forest Lake,Durham,261-6443 Neque St.
790,Polska,99-613,Lockport,Beaumont,P.O. Box 224, 7390 In Avenue
791,Polska,44-051,Norwalk,Merced,7592 Dolor St.
792,Polska,02-043,Florence,Oswego,Ap #673-3831 Imperdiet St.
793,Polska,01-470,Morgan City,Tallahassee,889-5822 Mauris St.
794,Polska,45-146,Branson,Chicopee,P.O. Box 293, 7551 Ante Road
795,Polska,48-765,Hudson,Bartlesville,Ap #320-6228 Rutrum Rd.
796,Polska,01-414,Fountain Valley,Peekskill,3826 Gravida Av.
797,Polska,49-523,Pomona,Kahului,841-8624 Dapibus St.
798,Polska,82-937,Jacksonville,Monrovia,Ap #837-6278 Nullam Rd.
799,Polska,11-319,Cape Girardeau,Manchester,P.O. Box 712, 3716 Purus. St.
800,Polska,71-494,Durant,Scranton,Ap #641-2516 Quam Rd.
801,Polska,11-668,Kingsport,Florence,Ap #291-5443 Habitant Rd.
802,Polska,77-988,Palos Verdes Estates,Citrus Heights,Ap #591-2451 Magna. Av.
803,Polska,83-531,Bridgeport,Michigan City,P.O. Box 947, 1756 Hymenaeos. Street
804,Polska,62-228,Kearney,Roseville,4094 Est St.
805,Polska,94-552,Cicero,Caguas,982-3359 In St.
806,Polska,50-883,Beverly,Santa Clarita,P.O. Box 796, 9598 Rutrum, Ave
807,Polska,82-743,Lawrenceville,Torrance,971-1766 Nisl. Avenue
808,Polska,60-665,Newark,Wisconsin Rapids,546 Dictum Ave
809,Polska,09-866,Tok,Idabel,Ap #438-2935 Mus. Av.
810,Polska,08-147,Olean,Helena,648-9519 Proin Street
811,Polska,02-929,Santa Fe,Fajardo,P.O. Box 702, 4608 Erat Ave
812,Polska,00-187,Laramie,Bridgeport,220-1549 Condimentum. Road
813,Polska,95-129,Powell,Corry,P.O. Box 358, 9017 Nunc Avenue
814,Polska,95-977,Nashville,Chicago Heights,605-3894 Scelerisque Ave
815,Polska,76-109,Dover,Dubuque,247-7433 Ornare Ave
816,Polska,03-704,Beloit,Wahoo,1545 Odio Rd.
817,Polska,34-301,Moline,Oneonta,682-4252 Eleifend Street
818,Polska,28-626,Ames,Hattiesburg,Ap #251-1380 Ornare St.
819,Polska,22-068,Waco,Seattle,P.O. Box 413, 5728 Pellentesque Road
820,Polska,70-103,Rockville,Kenner,P.O. Box 859, 2919 Cras Rd.
821,Polska,12-629,Shreveport,Greenfield,881-9690 Ac St.
822,Polska,36-278,Milwaukee,Garland,597-9152 Nisl. Rd.
823,Polska,19-581,Holyoke,Calabasas,4646 Duis Rd.
824,Polska,56-877,Denver,Newport,900-3434 Ultricies Rd.
825,Polska,14-660,Bozeman,Daly City,P.O. Box 545, 1500 Nonummy Street
826,Polska,38-254,Batavia,Altoona,8264 Netus Ave
827,Polska,30-406,Rye,Webster Groves,673-5764 Auctor Avenue
828,Polska,47-730,Ada,Tacoma,4543 Mauris Street
829,Polska,82-593,Coos Bay,Radford,6105 Enim. Rd.
830,Polska,64-353,Fajardo,Yorba Linda,799-6494 Rutrum. Av.
831,Polska,88-669,Williamsburg,Knoxville,Ap #959-7613 Non, Av.
832,Polska,01-427,Everett,Saratoga Springs,P.O. Box 967, 1159 Molestie Ave
833,Polska,49-133,Vancouver,Wilson,Ap #903-7367 Adipiscing Ave
834,Polska,63-140,Cape Girardeau,Dana Point,Ap #391-275 Consequat Street
835,Polska,91-363,Guánica,Sanford,1381 A Street
836,Polska,78-196,Rancho Cordova,San Mateo,P.O. Box 566, 7933 Ligula Road
837,Polska,26-039,Port Jervis,Olympia,3537 Euismod Ave
838,Polska,31-719,Altoona,Cedar City,P.O. Box 235, 6282 Sed, Ave
839,Polska,68-492,Milwaukee,Laguna Woods,P.O. Box 115, 1241 Nec Av.
840,Polska,07-704,Milford,Hammond,P.O. Box 125, 6002 Feugiat Ave
841,Polska,01-681,San Fernando,Johnson City,7558 Fringilla Ave
842,Polska,84-292,Greenfield,Valdez,Ap #180-4398 Ornare, Road
843,Polska,06-793,Sturgis,Warwick,P.O. Box 615, 7647 Adipiscing Avenue
844,Polska,23-100,Aurora,South Burlington,P.O. Box 846, 6695 Ac Rd.
845,Polska,47-983,Bell,Eufaula,P.O. Box 450, 730 Amet Ave
846,Polska,93-984,Mission Viejo,Ontario,8311 Pede Avenue
847,Polska,99-683,Rialto,Pulaski,114-260 Metus St.
848,Polska,80-238,Hannibal,Rapid City,P.O. Box 887, 2190 Nibh. Street
849,Polska,54-823,Pullman,Beloit,2556 Lacus. Rd.
850,Polska,94-906,Kent,Azusa,P.O. Box 984, 6697 Eu Street
851,Polska,93-486,Laguna Hills,Pittsburgh,P.O. Box 771, 2337 Volutpat. Avenue
852,Polska,54-381,Baltimore,Butler,P.O. Box 224, 2346 Est, Rd.
853,Polska,51-983,Trenton,Marquette,1094 Morbi Street
854,Polska,94-873,Webster Groves,Marietta,P.O. Box 924, 3565 Cursus, Rd.
855,Polska,19-425,Mobile,Guánica,Ap #699-9901 Consequat St.
856,Polska,85-518,La Mirada,DuBois,P.O. Box 565, 2689 Ultrices Av.
857,Polska,90-840,San Juan,Schenectady,450-2908 A, Ave
858,Polska,87-092,Pico Rivera,Williamsport,368-910 Purus Street
859,Polska,95-885,Gastonia,Boston,526 Elit, Road
860,Polska,47-865,Chandler,Youngstown,Ap #860-9986 In St.
861,Polska,05-918,Laguna Woods,Lawndale,P.O. Box 731, 2790 Quisque Road
862,Polska,60-314,Goose Creek,Detroit,P.O. Box 506, 6426 Pellentesque St.
863,Polska,24-421,Florence,Easthampton,P.O. Box 471, 6518 Fermentum Av.
864,Polska,79-519,Downey,Idaho Springs,7325 Nec, Street
865,Polska,61-952,Baltimore,Wilmington,389-5549 Volutpat Street
866,Polska,66-884,Artesia,East Hartford,P.O. Box 681, 8730 Egestas Ave
867,Polska,08-261,Basin,Green River,425-4155 Ut St.
868,Polska,33-267,Nacogdoches,Culver City,P.O. Box 296, 6814 Maecenas St.
869,Polska,04-776,Johnstown,Ogdensburg,3290 Lobortis, Street
870,Polska,49-631,Woonsocket,Oxford,P.O. Box 876, 226 In, Road
871,Polska,74-216,Dover,Hattiesburg,1542 Ullamcorper Street
872,Polska,04-571,Toledo,Oneida,Ap #243-6820 Neque. Road
873,Polska,81-344,Hackensack,Escondido,Ap #761-2986 Amet, St.
874,Polska,49-672,Long Beach,Vermillion,Ap #150-1435 Proin Avenue
875,Polska,37-673,Salinas,Keene,6140 Semper Avenue
876,Polska,41-892,Newark,Oxnard,Ap #324-8229 Hendrerit St.
877,Polska,97-727,Durango,Florence,P.O. Box 536, 4168 In, Rd.
878,Polska,32-851,Ocean City,Commerce,P.O. Box 600, 1098 Metus Av.
879,Polska,62-678,Walla Walla,Middletown,124-4286 Elit. Ave
880,Polska,53-223,Saginaw,New Bedford,372-2380 Condimentum. St.
881,Polska,14-895,Huntington Park,Appleton,Ap #109-5149 Ut Rd.
882,Polska,65-238,Galveston,Rosemead,P.O. Box 675, 9885 Arcu. Rd.
883,Polska,82-787,Alhambra,Blacksburg,7670 Iaculis, Rd.
884,Polska,03-739,Logan,Greenfield,7884 Est St.
885,Polska,48-122,Rockville,Fremont,P.O. Box 222, 4634 Lorem, Ave
886,Polska,08-406,Williston,Asheville,324-3999 Purus. St.
887,Polska,37-789,Paducah,North Charleston,Ap #701-7297 A Rd.
888,Polska,59-621,Rhinelander,Port Huron,P.O. Box 294, 3016 Fringilla. Rd.
889,Polska,12-726,Abilene,Nashville,862-6700 Nisl Ave
890,Polska,04-052,Redondo Beach,Dixon,9983 Metus Ave
891,Polska,85-791,Tonawanda,Colorado Springs,317-2753 Tempor, St.
892,Polska,02-809,DeKalb,Urbana,766-7606 Orci Street
893,Polska,64-932,Sioux City,Hawaiian Gardens,P.O. Box 121, 6298 Aliquam Road
894,Polska,92-106,Guayama,Fountain Valley,P.O. Box 804, 6047 Ac Rd.
895,Polska,46-260,Akron,Irvine,195-7000 Luctus Rd.
896,Polska,24-765,Saint Joseph,Fort Dodge,632-6348 Nec Avenue
897,Polska,78-330,Canandaigua,Winnemucca,P.O. Box 232, 9236 Felis. Av.
898,Polska,25-679,Rockford,Kankakee,P.O. Box 906, 8094 Dui Street
899,Polska,91-396,West Bend,Montpelier,7765 Velit. Av.
900,Polska,90-748,Yuma,Minneapolis,P.O. Box 517, 9959 A Street
901,Polska,12-434,Newport,Danbury,665-5489 Quam Rd.
902,Polska,05-144,Barre,Cranston,7846 Iaculis St.
903,Polska,09-382,Lansing,Fairfield,Ap #679-9051 In, Rd.
904,Polska,92-128,Mason City,Steubenville,582-174 Eget Rd.
905,Polska,85-227,Claremore,Ames,582-3509 Nam St.
906,Polska,88-543,Coos Bay,Glen Cove,576-3382 Nisl Rd.
907,Polska,93-758,Eugene,Montebello,9488 Nunc Av.
908,Polska,59-920,Gilette,Sherrill,Ap #996-6183 Orci, St.
909,Polska,91-926,Hutchinson,San Rafael,P.O. Box 757, 9738 Consectetuer Road
910,Polska,00-578,Grambling,Pendleton,Ap #774-4172 Sed Street
911,Polska,95-812,Spokane,San Francisco,Ap #529-7029 Eu, St.
912,Polska,12-654,Isle of Palms,Malibu,P.O. Box 317, 3088 Ac Road
913,Polska,49-775,Logan,Cedar City,7627 In, St.
914,Polska,38-558,Farrell,Agoura Hills,353-9905 Magna. Road
915,Polska,77-521,Mount Pleasant,Laurel,266-7469 Vestibulum, St.
916,Polska,06-857,Texarkana,Greenville,6310 Egestas. Ave
917,Polska,61-626,Uniontown,Lomita,P.O. Box 229, 9063 Vel, Rd.
918,Polska,37-377,Saukville,West Allis,Ap #441-4243 Ac Av.
919,Polska,42-750,Parkersburg,Centennial,8622 Tempus Av.
920,Polska,56-313,Monroe,Falls Church,P.O. Box 684, 6791 Diam Avenue
921,Polska,74-622,Elkhart,North Chicago,4834 Consectetuer Ave
922,Polska,29-135,Aspen,Cape May,7778 Sollicitudin Rd.
923,Polska,61-394,El Cerrito,Albuquerque,5529 Non Avenue
924,Polska,50-886,Mason City,Macomb,Ap #549-1834 Interdum St.
925,Polska,00-224,Roswell,Augusta,P.O. Box 623, 4607 Et Rd.
926,Polska,68-477,Durango,Flint,P.O. Box 262, 9721 Ultricies Street
927,Polska,67-564,Batavia,Stamford,P.O. Box 758, 5645 Dapibus St.
928,Polska,87-730,Hartford,Rolling Hills Estates,P.O. Box 471, 9991 Ornare St.
929,Polska,47-378,Mandan,Reading,274-6603 Nibh Street
930,Polska,30-141,Troy,Annapolis,2843 Mauris Ave
931,Polska,61-034,Elsmere,Rocky Mount,773-5197 Tincidunt, Ave
932,Polska,32-285,Meridian,Aliquippa,P.O. Box 397, 3841 Eu Avenue
933,Polska,12-419,Darlington,Kearns,946-8095 Magna. Road
934,Polska,77-251,West Memphis,Alpharetta,370-7407 Mauris. Street
935,Polska,83-873,Derby,Brookings,Ap #772-3789 Id, Rd.
936,Polska,71-916,Turlock,Weirton,P.O. Box 936, 7793 Mauris Rd.
937,Polska,19-232,Miami,Biloxi,7792 Egestas Av.
938,Polska,22-886,Idaho Springs,Moorhead,276 Phasellus St.
939,Polska,24-928,Manitowoc,Hope,Ap #776-5700 Ultricies Street
940,Polska,89-190,Yukon,Warren,P.O. Box 710, 1004 Etiam Street
941,Polska,80-682,Kenosha,Turlock,7610 Montes, Avenue
942,Polska,73-156,Oshkosh,Geneva,421-4871 Phasellus Rd.
943,Polska,33-406,Monrovia,Saint Albans,3819 Lobortis, Road
944,Polska,30-826,Powell,Asbury Park,575-824 Urna. Rd.
945,Polska,01-427,Pittston,Odessa,P.O. Box 666, 1162 Ligula. St.
946,Polska,62-836,Redlands,Peoria,Ap #212-4549 Dolor Av.
947,Polska,21-875,Green Bay,Santa Fe,P.O. Box 919, 2810 At Rd.
948,Polska,95-495,Broken Arrow,Artesia,5074 Nulla Street
949,Polska,96-184,Port Arthur,Woburn,P.O. Box 785, 6880 Interdum. Avenue
950,Polska,61-436,Pittsfield,Decatur,4219 Felis, Rd.
951,Polska,53-555,South El Monte,Lawndale,P.O. Box 316, 6476 Arcu Av.
952,Polska,69-659,Sacramento,Gettysburg,172-7862 Interdum Rd.
953,Polska,17-003,San Mateo,Klamath Falls,5192 Sollicitudin St.
954,Polska,68-076,Cedar Falls,Wisconsin Rapids,8896 Taciti Ave
955,Polska,38-664,Cambridge,Cairo,P.O. Box 361, 9235 Risus. Avenue
956,Polska,26-776,Sunnyvale,Pocatello,Ap #231-3200 Enim. Rd.
957,Polska,12-240,Detroit,Fort Wayne,1046 Aliquet St.
958,Polska,40-200,Kingston,Florence,6553 Maecenas Ave
959,Polska,46-517,Bossier City,Pine Bluff,2060 Nunc Road
960,Polska,72-295,Parkersburg,Akron,Ap #679-9979 Egestas Ave
961,Polska,56-485,Clarksville,San Marino,786-7889 Amet Rd.
962,Polska,18-402,Grambling,Evansville,Ap #918-2088 Auctor Rd.
963,Polska,29-704,Hollywood,Yuma,769-6334 Fringilla, St.
964,Polska,65-829,Newport News,Atlanta,Ap #288-7580 Non Rd.
965,Polska,84-740,North Charleston,Peoria,333-9781 Lobortis. Rd.
966,Polska,82-987,Olean,Lomita,630-1584 Pharetra. St.
967,Polska,06-241,Laughlin,Duquesne,5262 Urna. Avenue
968,Polska,06-221,Oil City,Manassas Park,690 Cursus Rd.
969,Polska,34-788,Uniontown,Dunkirk,P.O. Box 145, 3465 Pellentesque St.
970,Polska,72-892,Sanford,West Valley City,Ap #976-861 Dolor. Av.
971,Polska,76-681,Hilo,West Bend,Ap #417-7161 Mauris. Av.
972,Polska,55-168,College Park,Wisconsin Rapids,5789 Praesent Road
973,Polska,66-534,Broken Arrow,Hammond,1099 Purus Av.
974,Polska,71-475,Hartland,Hannibal,5481 Vivamus St.
975,Polska,25-345,Winooski,San Marino,992-1002 Ligula. Rd.
976,Polska,84-219,Batavia,Clarksburg,550-5140 Arcu Av.
977,Polska,88-889,Seward,Hamilton,5848 Ante Road
978,Polska,97-332,Santa Barbara,Hackensack,5892 Ligula. Rd.
979,Polska,86-696,Kingston,El Segundo,P.O. Box 162, 8414 Lorem Avenue
980,Polska,90-632,Berkeley,Bethlehem,1709 Elit. St.
981,Polska,41-974,Morgantown,Missoula,750-3771 Integer Road
982,Polska,91-611,Saipan,Danbury,P.O. Box 679, 769 Tellus, Ave
983,Polska,47-127,Whittier,Hot Springs,122-5774 Faucibus St.
984,Polska,95-638,Hattiesburg,Port Orford,957-6917 Erat Rd.
985,Polska,11-684,Frederick,Waltham,P.O. Box 193, 8276 Proin St.
986,Polska,05-018,Bentonville,Port Arthur,249-5329 Eleifend Ave
987,Polska,78-322,Fajardo,Williamsport,Ap #308-8733 Iaculis Rd.
988,Polska,91-792,Somerville,Scarborough,4606 Volutpat Road
989,Polska,29-106,Mankato,Costa Mesa,P.O. Box 534, 5586 Sem, Street
990,Polska,37-562,Citrus Heights,Tyler,P.O. Box 851, 1224 Sit St.
991,Polska,36-960,San Marino,Brea,349-3707 Rhoncus. Ave
992,Polska,84-505,Yukon,Newport Beach,P.O. Box 604, 9901 Ultricies Ave
993,Polska,34-045,Vancouver,Milwaukee,582-6287 Eget Rd.
994,Polska,26-809,Casper,Hornell,7994 At Rd.
995,Polska,19-406,Moore,Newport,P.O. Box 776, 3712 Placerat, Avenue
996,Polska,66-952,Jefferson City,Beckley,Ap #787-7540 Consequat, Ave
997,Polska,69-135,Battle Creek,Charleston,Ap #801-6506 Nunc Avenue
998,Polska,14-305,Bayamon,Jordan Valley,718-228 Non Ave
999,Polska,77-954,Palo Alto,El Paso,508-1173 Nec Rd.
1000,Polska,46-841,Nampa,Boise,471-5187 Velit St.

